certified_per_keyper_resistance_usd,total_stress_targets,covered_stress_targets,empirical_certificate_coverage,empirical_certificate_coverage_pct
8750,1.46317e+06,1.450653e+06,0.991445286603744,99.14452866037439
8775,1.46317e+06,1.450723e+06,0.991493127934553,99.14931279345531
8800,1.46317e+06,1.450767e+06,0.9915231996282046,99.15231996282046
8825,1.46317e+06,1.450811e+06,0.991553271321856,99.15532713218559
8850,1.46317e+06,1.450867e+06,0.9915915443865033,99.15915443865033
8875,1.46317e+06,1.450912e+06,0.9916222995277377,99.16222995277377
8900,1.46317e+06,1.450973e+06,0.9916639898303,99.16639898302999
8925,1.46317e+06,1.451008e+06,0.9916879104957045,99.16879104957046
8950,1.46317e+06,1.451048e+06,0.991715248399024,99.1715248399024
8975,1.46317e+06,1.451086e+06,0.9917412194071775,99.17412194071775
9000,1.46317e+06,1.45115e+06,0.9917849600524887,99.17849600524887
9025,1.46317e+06,1.451218e+06,0.9918314344881319,99.1831434488132
9050,1.46317e+06,1.451248e+06,0.9918519379156215,99.18519379156216
9075,1.46317e+06,1.451276e+06,0.9918710744479452,99.18710744479452
9100,1.46317e+06,1.451333e+06,0.9919100309601755,99.19100309601755
9125,1.46317e+06,1.451357e+06,0.9919264337021673,99.19264337021671
9150,1.46317e+06,1.451384e+06,0.9919448867869078,99.19448867869079
9175,1.46317e+06,1.451415e+06,0.9919660736619805,99.19660736619805
9200,1.46317e+06,1.451435e+06,0.9919797426136402,99.19797426136402
9225,1.46317e+06,1.451458e+06,0.991995461908049,99.1995461908049
9250,1.46317e+06,1.451493e+06,0.9920193825734536,99.20193825734535
9275,1.46317e+06,1.451526e+06,0.9920419363436921,99.20419363436922
9300,1.46317e+06,1.451556e+06,0.9920624397711818,99.20624397711818
9325,1.46317e+06,1.451571e+06,0.9920726914849266,99.20726914849266
9350,1.46317e+06,1.451604e+06,0.9920952452551651,99.20952452551651
